Analysis Run Date,Selected Stock,Current EGP Price,Recommendation,Undervalued (Yes/No),Golden Cross (Yes/No),Death Cross (Yes/No),Diamond Cross (20>50) (Yes/No),RSI (%),Volume Multiplier (vs 1Y),Buy Volume Multiplier (vs 2-Month),Optimal Entry Price,Stop Loss,Take Profit 1,Take Profit 2,Take Profit 3,Index Membership,Implied Fair Value (EGP),Fair Value Method,Support,Resistance,P/E Ratio (TTM),EPS (TTM),MACD Bullish (Yes/No),ADX,ADX +DI,ADX -DI,MFI,BB Squeeze,ADL,ChartScanAI Signal,ChartScanAI Confidence,ChartScanAI Recommendation,Score,Score %,Score - Trend,Score - MACD,Score - RSI,Score - Volume,Score - ADI,Score - Support
2026-08-16,AMER,6.56,Watch,No,Yes,No,Yes,73.41,0.524,0.417,5.61,3.2983,7.3597,8.7,9.8804,EGX70,,,2.52,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ARAB,0.242,Watch,No,Yes,No,Yes,53.12,0.909,1.033,0.2337,0.2336,0.2513,0.2589,0.267,EGX70,0.2402,USD-Comparison (fallback),0.232,0.256,,,No,,,,,,,,,,,,,,,,,
2026-08-16,COSG,1.86,Watch,Yes,Yes,No,Yes,73.62,1.209,9.386,1.755,1.6066,1.91,2.19,2.3562,EGX70,5.4639,USD-Comparison (fallback),1.6,1.78,,-0.0948,Yes,,,,,,,,,,,,,,,,,
2026-08-16,POUL,38.82,Watch,Yes,Yes,No,Yes,51.46,0.235,0.312,38.5757,37.4923,40.1162,40.4652,40.6333,EGX70,166.4152,Blended (Graham+PE),36.5,41.0,1.91,20.5921,Yes,,,,,,,,,,,,,,,,,
2026-08-16,PRCL,34.65,Watch,No,Yes,No,Yes,51.0,0.436,0.113,33.5852,32.76,37.3616,37.8058,38.2267,EGX70,,,32.76,37.8,,,No,,,,,,,,,,,,,,,,,
2026-08-16,ETRS,11.25,Watch,No,Yes,No,Yes,69.13,1.416,1.023,10.7883,10.4066,11.2609,11.62,12.56,EGX70,,,10.21,11.4058,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,OBRI,33.05,Hold,Yes,Yes,No,No,45.46,0.632,0.513,31.6735,31.61,33.1815,35.799,36.3066,EGX70,33.7383,USD-Comparison (fallback),31.61,36.7,21.23,1.557,Yes,,,,,,,,,,,,,,,,,
2026-08-16,NIPH,385.0,Watch,No,Yes,No,Yes,67.48,1.518,2.508,346.015,337.7508,453.3289,506.9858,478.6549,EGX70,228.3997,Blended (Graham+PE),209.0,242.0,14.54,28.2043,Yes,,,,,,,,,,,,,,,,,
2026-08-16,SWDY,120.9,Watch,Yes,Yes,No,Yes,78.58,13.277,0.436,108.4984,106.8,,,,EGX70,155.492,Blended (Graham+PE),91.8,114.5,6.45,16.6628,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ENGC,49.89,Watch,Yes,Yes,No,Yes,70.36,0.476,0.59,45.0769,43.8753,51.0873,57.9833,62.9135,EGX70,111.1364,Blended (Graham+PE),40.11,44.89,4.12,12.2019,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ZEOT,14.15,Watch,No,Yes,No,Yes,74.38,1.346,1.597,12.965,11.9094,14.1733,16.3533,17.6476,EGX70,,,10.4,13.77,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,BIOC,485.5,Watch,Yes,Yes,No,Yes,72.09,1.159,0.362,341.0,310.0973,524.1933,630.4255,740.986,EGX70,26044.2768,Blended (Graham+PE),70.0,74.2,0.12,4216.559,Yes,,,,,,,,,,,,,,,,,
2026-08-16,IFAP,21.5,Watch,No,Yes,No,Yes,64.56,0.896,1.067,20.83,20.0157,22.2233,22.4657,23.0905,EGX70,21.3033,USD-Comparison (fallback),19.51,22.2,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ICFC,17.4,Watch,Yes,Yes,No,Yes,74.69,1.402,2.849,16.375,15.8228,17.4798,17.9833,18.5977,EGX70,23.0187,USD-Comparison (fallback),15.43,15.78,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ISMA,34.48,Watch,No,Yes,No,Yes,73.65,0.22,0.536,31.72,31.3262,35.7833,36.1333,42.2933,EGX70,,,26.54,36.45,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,LCSW,33.38,Watch,Yes,Yes,No,Yes,50.17,1.216,0.821,32.1841,31.4619,36.5522,36.9449,38.3133,EGX70,63.5317,Blended (Graham+PE),30.2,37.0,10.05,3.3329,No,,,,,,,,,,,,,,,,,
2026-08-16,MPCO,2.18,Watch,No,Yes,No,Yes,69.24,0.843,0.476,2.0598,1.82,2.2267,2.2502,2.5267,EGX70,,,1.82,2.07,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ATQA,11.0,Watch,Yes,Yes,No,Yes,75.22,1.622,0.929,10.4315,9.73,11.0754,11.74,12.2398,EGX70,11.2242,USD-Comparison (fallback),9.73,11.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MTIE,9.65,Watch,No,Yes,No,Yes,72.33,0.955,0.086,9.15,7.533,10.0835,10.5503,10.3038,EGX70,5.7143,Blended (Graham+PE),9.3,9.6,19.44,0.4922,Yes,,,,,,,,,,,,,,,,,
2026-08-16,RACC,10.7,Watch,No,Yes,No,Yes,68.7,2.141,2.443,10.345,9.91,10.7033,10.943,11.4167,EGX70,10.1389,USD-Comparison (fallback),9.91,10.89,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,SKPC,16.98,Avoid,No,No,Yes,No,61.33,1.774,0.621,,,,,,EGX70,5.3501,Blended (Graham+PE),15.61,16.77,48.73,0.3406,Yes,,,,,,,,,,,,,,,,,
2026-08-16,SCEM,111.0,Watch,Yes,Yes,No,Yes,78.63,7.159,2.429,88.4512,79.9907,129.8767,150.5894,139.6531,EGX70,696.071,Blended (Graham+PE),76.75,87.99,0.99,95.7964,Yes,,,,,,,,,,,,,,,,,
2026-08-16,OCDI,34.0,Watch,No,Yes,No,Yes,70.53,1.217,1.016,31.585,31.5062,35.4169,36.71,38.6677,EGX70,28.0833,Blended (Graham+PE),26.6,28.7,14.65,2.454,Yes,,,,,,,,,,,,,,,,,
2026-08-16,SVCE,11.25,Watch,Yes,Yes,No,Yes,72.77,2.751,1.425,10.955,9.3977,11.4933,11.7624,11.6204,EGX70,18.5347,Blended (Graham+PE),9.06,9.75,7.13,1.528,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MOED,0.694,Avoid,Yes,No,Yes,No,50.11,1.824,0.762,,,,,,EGX70,0.6934,USD-Comparison (fallback),0.675,0.721,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,RREI,4.65,Watch,No,Yes,No,Yes,59.84,1.348,0.099,4.5566,3.7589,4.9278,5.1675,5.2367,UNINDEX,,,3.72,4.98,,,No,,,,,,,,,,,,,,,,,
2026-08-16,ADIB,55.19,Watch,Yes,Yes,No,Yes,71.86,0.594,1.247,52.9301,48.2733,56.8303,57.4567,64.3367,EGX30,134.1267,Blended (Graham+PE),46.02,53.4,3.88,14.1287,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MFPC,40.8,Watch,Yes,Yes,No,No,70.35,2.21,4.695,38.43,36.1481,40.9716,44.1233,46.2981,EGX70,47.5813,Blended (Graham+PE),35.7739,41.7209,9.12,4.3737,Yes,,,,,,,,,,,,,,,,,
2026-08-16,NCCW,6.05,Watch,Yes,Yes,No,Yes,59.49,0.695,0.619,5.9508,5.82,6.2083,6.2624,6.5106,EGX70,6.2725,USD-Comparison (fallback),5.82,6.28,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,EALR,392.65,Watch,No,Yes,No,Yes,59.79,1.189,0.648,385.0738,360.0,399.4542,423.2347,436.6533,UNINDEX,385.7961,USD-Comparison (fallback),360.0,390.0,496.84,0.7903,Yes,,,,,,,,,,,,,,,,,
2026-08-16,AALR,305.0,Watch,No,Yes,No,Yes,67.94,0.889,1.146,281.1354,221.6915,307.9633,308.8515,325.7566,UNINDEX,,,200.0,317.99,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,KABO,9.31,Watch,No,Yes,No,Yes,75.31,9.631,1.6,8.6,7.9186,9.3782,10.3867,13.0267,EGX70,,,7.75,8.9,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MCRO,1.54,Watch,No,Yes,No,Yes,58.15,0.878,0.234,1.5121,1.4996,1.5828,1.647,1.66,EGX70,0.5442,Blended (Graham+PE),1.32,1.57,36.1,0.0429,No,,,,,,,,,,,,,,,,,
2026-08-16,GGCC,1.01,Watch,No,Yes,No,Yes,60.06,2.418,0.457,0.9689,0.805,1.0187,1.0331,1.2073,UNINDEX,,,0.805,0.94,14.64,0.069,No,,,,,,,,,,,,,,,,,
2026-08-16,INEG,0.524,Avoid,Yes,No,Yes,Yes,57.57,0.569,0.0,,,,,,UNINDEX,0.5465,USD-Comparison (fallback),0.51,0.53,,,No,,,,,,,,,,,,,,,,,
2026-08-16,CPCI,534.01,Watch,No,Yes,No,Yes,66.68,0.491,0.79,519.9,514.562,560.3121,574.9967,693.9967,UNINDEX,,,440.01,520.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,AXPH,1350.0,Watch,No,Yes,No,Yes,67.75,2.391,0.274,1295.3422,1192.6312,1361.4488,1371.9165,1468.5167,UNINDEX,,,1122.0,1342.9,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MBSC,419.8,Watch,Yes,Yes,No,Yes,94.96,5.026,5.918,327.745,283.1532,,,,UNINDEX,671.5992,Blended (Graham+PE),249.1856,249.0,4.92,77.4773,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MILS,194.95,Watch,No,Yes,No,Yes,59.4,1.215,0.185,185.8939,179.1976,208.4527,211.0094,224.8967,UNINDEX,,,127.01,197.49,,,No,,,,,,,,,,,,,,,,,
2026-08-16,ZMID,7.56,Watch,No,Yes,No,Yes,60.33,0.348,0.719,7.458,7.1912,7.6476,7.8167,7.8494,EGX70,6.4811,Blended (Graham+PE),7.06,7.79,12.58,0.6103,No,,,,,,,,,,,,,,,,,
2026-08-16,AMIA,12.7,Watch,No,Yes,No,Yes,67.76,0.141,0.783,11.5916,9.7515,13.4067,13.9815,16.3367,EGX70,,,8.74,13.5,14.16,0.8969,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MISR,5.51,Watch,Yes,Yes,No,Yes,48.33,0.0,0.0,5.4402,5.42,5.69,5.7031,5.7669,UNINDEX,5.5626,USD-Comparison (fallback),,5.56,,-0.0875,No,,,,,,,,,,,,,,,,,
2026-08-16,MPCI,374.99,Watch,No,Yes,No,Yes,70.06,0.786,1.736,348.85,251.78,398.9,405.5444,427.2017,EGX70,,,204.36,339.0,16.46,22.7816,Yes,,,,,,,,,,,,,,,,,
2026-08-16,TALM,19.78,Watch,No,Yes,No,Yes,72.92,3.233,0.717,18.1651,15.825,20.1064,20.4193,21.7567,EGX70,17.3324,Blended (Graham+PE),15.65,19.59,9.64,1.9712,Yes,,,,,,,,,,,,,,,,,
2026-08-16,LUTS,1.03,Watch,No,Yes,No,Yes,83.68,3.572,0.506,0.7945,0.7698,,,,UNINDEX,,,0.687,0.793,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,INFI,150.8,Watch,No,Yes,No,Yes,65.5,1.36,0.623,145.0569,140.2501,176.6162,192.3959,184.0642,UNINDEX,,,114.25,111.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,EPCO,12.15,Watch,No,Yes,No,Yes,65.21,2.471,1.716,11.5013,10.8536,12.2291,12.5609,13.44,UNINDEX,,,10.32,12.25,,,Yes,,,,,,,,,,,,,,,,,
2026-08-16,EGAS,60.05,Watch,Yes,Yes,No,Yes,67.88,0.876,0.216,58.1,50.0,63.3565,64.6233,67.1152,EGX33,62.2625,Blended (Graham+PE),50.0,67.7,11.54,5.1194,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MASR,7.7,Watch,Yes,Yes,No,Yes,45.76,0.892,0.604,7.5149,7.4249,8.3951,8.4951,8.58,EGX33,24.681,Blended (Graham+PE),6.71,7.69,2.97,2.5639,No,,,,,,,,,,,,,,,,,
2026-08-16,OLFI,25.2,Buy,Yes,Yes,No,Yes,62.37,0.981,13.257,24.5188,23.4648,25.8181,26.9567,27.888,EGX33,36.5241,Blended (Graham+PE),22.25,26.52,5.53,4.5373,Yes,,,,,,,,,,,,,,,,,
2026-08-16,ORHD,42.31,Watch,Yes,Yes,No,Yes,59.98,0.64,1.238,41.0,39.722,42.4633,43.8868,45.6033,EGX30,124.0387,Blended (Graham+PE),38.4,44.0,2.94,14.6123,Yes,,,,,,,,,,,,,,,,,
2026-08-16,MBEG,6.2,Watch,No,Yes,No,Yes,80.54,0.711,1.238,5.08,4.9794,6.3138,6.9307,6.605,UNINDEX,,,4.14,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MBEG,6.8,Watch,No,Yes,No,Yes,84.77,1.917,0.0,5.32,5.1487,,,,UNINDEX,,,4.14,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,AMOC,11.59,Watch,Yes,Yes,No,Yes,85.8,2.928,0.0,9.81,8.9865,,,,EGX30,13.1404,Blended (Graham+PE),8.24,9.77,7.83,1.3159,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ARCC,74.63,Watch,Yes,Yes,No,Yes,73.24,1.491,0.0,72.96,71.9491,78.3434,81.0351,79.6139,EGX30,507.2938,Blended (Graham+PE),55.4,58.5,1.0,74.0587,Yes,,,,,,,,,,,,,,,,,
2026-08-17,EFID,33.22,Watch,No,Yes,No,Yes,68.1,1.676,0.0,30.79,28.7733,34.693,36.6445,35.6141,EGX30,25.1995,Blended (Graham+PE),27.49,28.99,11.77,2.778,Yes,,,,,,,,,,,,,,,,,
2026-08-17,EFIH,24.99,Watch,No,Yes,No,Yes,64.32,1.462,0.0,23.7931,22.9823,25.1135,26.0233,29.7333,EGX30,7.8623,Blended (Graham+PE),22.15,25.0,31.84,0.7605,Yes,,,,,,,,,,,,,,,,,
2026-08-17,EGAL,340.01,Watch,Yes,Yes,No,Yes,70.02,1.819,0.0,324.925,309.4503,342.4902,355.5967,367.3133,EGX30,685.9623,Blended (Graham+PE),294.5,334.9,3.96,84.0254,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ISPH,13.49,Watch,Yes,Yes,No,Yes,57.9,1.622,0.0,13.0021,11.4178,14.889,15.8325,15.3343,EGX30,29.853,Blended (Graham+PE),11.3,13.5589,3.67,3.6914,Yes,,,,,,,,,,,,,,,,,
2026-08-17,JUFO,27.19,Watch,No,Yes,No,Yes,66.67,1.157,0.0,26.51,23.7842,28.8901,29.1253,30.1243,EGX30,22.8304,Blended (Graham+PE),26.51,27.6942,12.39,2.1952,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MCQE,240.0,Watch,Yes,Yes,No,Yes,69.53,1.784,0.0,233.665,207.7384,256.7814,268.3396,262.2368,EGX30,2252.5029,Blended (Graham+PE),188.01,195.0,0.74,334.7578,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ORAS,764.01,Watch,Yes,Yes,No,Yes,61.39,,,740.255,694.5951,765.9622,814.4,842.7234,EGX30,107.1044,Blended (Graham+PE),,,5.19,13.68,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ORWE,25.82,Watch,Yes,Yes,No,Yes,60.92,2.014,0.0,25.3775,23.1181,27.7653,28.9592,28.3288,EGX30,42.2768,Blended (Graham+PE),22.65,23.47,8.48,3.0797,Yes,,,,,,,,,,,,,,,,,
2026-08-17,PHDC,15.68,Watch,Yes,Yes,No,Yes,62.85,1.368,0.0,15.1175,14.58,15.7933,15.8369,16.8533,EGX30,38.8113,Blended (Graham+PE),14.58,15.38,3.52,4.3408,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ETEL,116.0,Watch,Yes,Yes,No,Yes,65.7,1.609,0.0,109.7239,107.52,117.1867,117.5762,133.1667,EGX30,416.4922,Blended (Graham+PE),93.01,114.87,2.24,50.8947,Yes,,,,,,,,,,,,,,,,,
2026-08-17,RMDA,6.47,Watch,No,Yes,No,Yes,63.49,0.861,0.0,6.165,5.0119,7.103,7.572,7.3243,EGX30,3.951,Blended (Graham+PE),4.94,5.15,16.36,0.3968,Yes,,,,,,,,,,,,,,,,,
2026-08-17,AMER,6.75,Watch,No,Yes,No,Yes,74.91,0.521,0.0,5.73,3.4053,7.5077,8.7,9.8345,EGX70,,,2.52,4.65,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ARAB,0.241,Watch,No,Yes,No,Yes,52.16,0.576,0.0,0.234,0.2337,0.2507,0.2589,0.267,EGX70,0.2402,USD-Comparison (fallback),0.232,0.256,,,No,,,,,,,,,,,,,,,,,
2026-08-17,COSG,1.8,Watch,Yes,Yes,No,Yes,62.88,0.831,0.0,1.765,1.6131,1.803,1.8273,1.91,EGX70,5.4639,USD-Comparison (fallback),1.6,1.78,,-0.0948,Yes,,,,,,,,,,,,,,,,,
2026-08-17,POUL,38.1,Watch,Yes,Yes,No,Yes,45.96,0.381,0.0,36.6681,36.5,40.0715,40.4652,40.6333,EGX70,166.4152,Blended (Graham+PE),36.5,41.0,1.91,20.5921,No,,,,,,,,,,,,,,,,,
2026-08-17,PRCL,36.46,Watch,No,Yes,No,Yes,57.73,1.44,0.0,35.9072,33.7321,37.3616,37.5149,38.2267,EGX70,,,32.76,37.8,,,No,,,,,,,,,,,,,,,,,
2026-08-17,ETRS,11.47,Watch,No,Yes,No,Yes,72.97,2.014,0.0,10.935,10.4531,11.62,12.56,13.1807,EGX70,,,10.21,11.4058,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,OBRI,33.88,Hold,Yes,Yes,No,No,51.3,1.885,0.0,33.3385,33.2649,35.7431,35.9148,37.0467,EGX70,33.7383,USD-Comparison (fallback),31.61,36.7,21.76,1.557,Yes,,,,,,,,,,,,,,,,,
2026-08-17,NIPH,377.01,Watch,No,Yes,No,Yes,65.58,2.363,0.0,359.2559,209.0,460.5554,511.2051,484.4621,EGX70,228.3997,Blended (Graham+PE),209.0,242.0,14.54,28.2043,Yes,,,,,,,,,,,,,,,,,
2026-08-17,SWDY,122.12,Watch,Yes,Yes,No,Yes,79.29,3.353,0.0,109.6618,106.8,,,,EGX70,155.492,Blended (Graham+PE),91.8,114.5,6.45,16.6628,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ENGC,51.2,Watch,Yes,Yes,No,Yes,72.94,3.852,0.0,46.47,44.5878,51.9743,57.9833,62.3814,EGX70,111.1364,Blended (Graham+PE),40.11,44.89,4.12,12.2019,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ZEOT,14.25,Watch,No,Yes,No,Yes,75.06,0.364,0.0,13.045,12.0942,16.3533,18.0075,17.1341,EGX70,,,10.4,13.77,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,BIOC,507.0,Watch,Yes,Yes,No,Yes,73.49,4.219,0.0,341.0,322.0534,524.1933,648.9478,766.5839,EGX70,26044.2768,Blended (Graham+PE),70.0,74.2,0.12,4216.559,Yes,,,,,,,,,,,,,,,,,
2026-08-17,IFAP,20.95,Watch,No,Yes,No,Yes,55.6,1.622,0.0,20.83,20.2304,22.2233,22.4886,23.1222,EGX70,21.3033,USD-Comparison (fallback),19.51,22.2,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ICFC,16.78,Watch,Yes,Yes,No,Yes,60.77,2.061,0.0,16.375,15.43,17.5556,17.9833,18.5977,EGX70,23.0187,USD-Comparison (fallback),15.43,15.78,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ISMA,35.09,Watch,No,Yes,No,Yes,75.8,0.325,0.0,31.9814,31.5491,36.1071,36.1333,42.2933,EGX70,,,26.54,36.45,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,LCSW,32.8,Watch,Yes,Yes,No,Yes,47.78,0.775,0.0,31.0434,30.2,36.5522,36.866,38.3133,EGX70,63.5317,Blended (Graham+PE),30.2,37.0,10.05,3.3329,No,,,,,,,,,,,,,,,,,
2026-08-17,MPCO,2.12,Watch,No,Yes,No,Yes,61.66,0.729,0.0,2.0934,1.82,2.2267,2.2592,2.5267,EGX70,,,1.82,2.07,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,ATQA,11.05,Watch,Yes,Yes,No,Yes,75.93,1.383,0.0,10.5625,9.73,11.1953,11.74,12.1898,EGX70,11.2242,USD-Comparison (fallback),9.73,11.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MTIE,9.4,Watch,No,Yes,No,Yes,65.44,2.025,0.0,9.3,7.533,10.1714,10.6071,10.377,EGX70,5.3984,Blended (Graham+PE),9.3,9.6,19.44,0.4922,Yes,,,,,,,,,,,,,,,,,
2026-08-17,RACC,10.5,Watch,No,Yes,No,Yes,60.37,1.944,0.0,10.345,9.91,10.5165,10.6503,10.7033,EGX70,10.1389,USD-Comparison (fallback),9.91,10.89,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,SKPC,16.81,Avoid,No,No,Yes,No,57.93,2.033,0.0,,,,,,EGX70,5.3501,Blended (Graham+PE),15.61,16.77,48.73,0.3406,Yes,,,,,,,,,,,,,,,,,
2026-08-17,SCEM,107.89,Watch,Yes,Yes,No,Yes,74.18,3.031,0.0,90.3318,81.3111,129.8767,149.6491,139.2092,EGX70,696.071,Blended (Graham+PE),76.75,87.99,0.99,95.7964,Yes,,,,,,,,,,,,,,,,,
2026-08-17,OCDI,33.48,Watch,No,Yes,No,Yes,67.21,1.104,0.0,32.3804,26.6,35.8125,36.71,38.3639,EGX70,28.0833,Blended (Graham+PE),26.6,28.7,14.65,2.454,Yes,,,,,,,,,,,,,,,,,
2026-08-17,SVCE,10.9,Watch,Yes,Yes,No,Yes,65.91,0.941,0.0,10.5867,9.5358,11.2395,11.4933,11.8396,EGX70,18.5347,Blended (Graham+PE),9.06,9.75,7.13,1.528,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MOED,0.692,Avoid,Yes,No,Yes,No,49.0,1.614,0.0,,,,,,EGX70,0.6934,USD-Comparison (fallback),0.675,0.721,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,RREI,4.63,Watch,No,Yes,No,Yes,59.15,1.486,0.0,4.5874,3.7589,4.9278,5.1624,5.2367,UNINDEX,,,3.72,4.98,,,No,,,,,,,,,,,,,,,,,
2026-08-17,ADIB,55.4,Watch,Yes,Yes,No,Yes,72.52,0.406,0.0,53.3981,48.2733,56.7287,57.4567,64.3367,EGX30,134.1267,Blended (Graham+PE),46.02,53.4,3.88,14.1287,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MFPC,39.7,Hold,Yes,Yes,No,No,61.14,1.239,0.0,38.43,36.2738,39.9323,40.4933,40.9335,EGX70,47.5813,Blended (Graham+PE),35.7739,41.7209,9.12,4.3737,Yes,,,,,,,,,,,,,,,,,
2026-08-17,NCCW,6.15,Watch,Yes,Yes,No,Yes,61.14,1.132,0.0,5.9508,5.82,6.2083,6.2624,6.5635,EGX70,6.2725,USD-Comparison (fallback),5.82,6.28,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,EALR,456.01,Watch,No,Yes,No,Yes,77.0,13.165,0.0,415.59,364.0,481.3267,575.3267,636.3461,UNINDEX,385.7961,USD-Comparison (fallback),360.0,390.0,577.01,0.7903,Yes,,,,,,,,,,,,,,,,,
2026-08-17,AALR,366.0,Watch,No,Yes,No,Yes,79.5,5.186,0.0,294.06,292.93,429.3067,496.93,461.2249,UNINDEX,,,200.0,317.99,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,KABO,9.62,Watch,No,Yes,No,Yes,78.14,3.057,0.0,8.67,8.0345,10.3867,13.0267,14.691,EGX70,,,7.75,8.9,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MCRO,1.52,Watch,No,Yes,No,Yes,55.57,1.613,0.0,1.5156,1.3992,1.5828,1.6348,1.66,EGX70,0.5442,Blended (Graham+PE),1.32,1.57,36.1,0.0429,No,,,,,,,,,,,,,,,,,
2026-08-17,GGCC,0.99,Watch,No,Yes,No,Yes,57.9,3.395,0.0,0.9787,0.805,1.0187,1.0331,1.2073,UNINDEX,,,0.805,0.94,14.35,0.069,No,,,,,,,,,,,,,,,,,
2026-08-17,INEG,0.522,Avoid,Yes,No,Yes,Yes,56.76,0.551,0.0,,,,,,UNINDEX,0.5465,USD-Comparison (fallback),0.51,0.53,,,No,,,,,,,,,,,,,,,,,
2026-08-17,CPCI,538.84,Watch,No,Yes,No,Yes,67.66,0.818,0.0,521.865,520.0,565.2474,574.9967,693.9967,UNINDEX,,,440.01,520.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,AXPH,1355.0,Watch,No,Yes,No,Yes,68.34,0.881,0.0,1298.724,1203.3259,1371.9165,1373.4087,1468.5167,UNINDEX,,,1122.0,1342.9,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MBSC,395.64,Watch,Yes,Yes,No,Yes,82.16,2.803,0.0,333.25,305.6855,,,,UNINDEX,643.3708,Blended (Graham+PE),249.1856,249.0,4.92,77.4773,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MILS,191.35,Watch,No,Yes,No,Yes,57.21,1.758,0.0,189.7112,179.849,208.4527,210.2515,224.8967,UNINDEX,,,127.01,197.49,,,No,,,,,,,,,,,,,,,,,
2026-08-17,ZMID,7.51,Watch,No,Yes,No,Yes,58.1,0.339,0.0,7.4573,7.2399,7.6476,7.8167,7.8502,EGX70,6.4811,Blended (Graham+PE),7.06,7.79,12.58,0.6103,No,,,,,,,,,,,,,,,,,
2026-08-17,AMIA,15.24,Watch,No,Yes,No,Yes,81.45,3.0,0.0,12.7081,10.6,16.3367,18.151,17.193,EGX70,,,8.74,13.5,16.99,0.8969,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MISR,5.51,Watch,Yes,Yes,No,Yes,48.33,0.0,0.0,5.4454,5.42,5.69,5.7031,5.7669,UNINDEX,5.5626,USD-Comparison (fallback),,5.56,,-0.0875,No,,,,,,,,,,,,,,,,,
2026-08-17,MPCI,377.0,Watch,No,Yes,No,Yes,70.43,0.723,0.0,348.85,251.78,398.9,409.7221,432.9752,EGX70,,,204.36,339.0,16.55,22.7816,Yes,,,,,,,,,,,,,,,,,
2026-08-17,TALM,19.97,Watch,No,Yes,No,Yes,73.96,1.333,0.0,18.4513,15.8409,20.1064,20.6675,21.7567,EGX70,17.3324,Blended (Graham+PE),15.65,19.59,9.64,1.9712,Yes,,,,,,,,,,,,,,,,,
2026-08-17,LUTS,1.187,Watch,No,Yes,No,Yes,87.82,11.46,0.0,0.888,0.8089,,,,UNINDEX,,,0.687,0.793,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,INFI,154.05,Watch,No,Yes,No,Yes,66.91,5.526,0.0,146.0457,145.4251,179.3042,195.9335,187.1532,UNINDEX,,,114.25,111.0,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,EPCO,11.95,Watch,No,Yes,No,Yes,61.76,1.016,0.0,11.5999,10.9655,11.97,12.2291,12.6131,UNINDEX,,,10.32,12.25,,,Yes,,,,,,,,,,,,,,,,,
2026-08-17,EGAS,59.58,Watch,Yes,Yes,No,Yes,65.2,0.742,0.0,58.325,50.0,63.5684,64.6233,67.0293,EGX33,62.2625,Blended (Graham+PE),50.0,67.7,11.54,5.1194,Yes,,,,,,,,,,,,,,,,,
2026-08-17,MASR,7.75,Watch,Yes,Yes,No,Yes,47.52,0.751,0.0,7.5046,7.4249,8.3951,8.4414,8.58,EGX33,24.681,Blended (Graham+PE),6.71,7.69,2.97,2.5639,No,,,,,,,,,,,,,,,,,
